SIMULATION_NUMBER,TAG_COUNT,COLLISION_SLOTS,EMPTY_SLOTS,SENT_BITS,SIMULATION_TIME,TOTAL_SLOTS
40,700,886,316,509568,195.18208503723145,1902
41,700,885,316,509056,186.03873252868652,1901
42,700,898,313,514112,187.83164024353027,1911
43,700,848,273,503680,185.81676483154297,1821
44,700,879,304,508992,423.0916500091553,1883
45,700,908,341,512384,423.6595630645752,1949
46,700,887,310,508352,286.84473037719727,1897
47,700,888,303,510464,181.41818046569824,1891
48,700,884,312,508480,183.41517448425293,1896
49,700,875,315,507840,199.89705085754395,1890
50,700,866,280,508800,191.45703315734863,1846
51,700,895,325,510912,200.39749145507812,1920
52,700,887,317,510208,201.54452323913574,1904
53,700,874,296,506048,180.91940879821777,1870
54,700,887,296,511936,210.73532104492188,1883
55,700,845,257,504768,385.7555389404297,1802
56,700,906,347,512320,428.6808967590332,1953
57,700,887,309,508800,216.766357421875,1896
58,700,874,304,508480,182.97529220581055,1878
59,700,851,288,501888,186.7823600769043,1839
60,700,897,341,511552,200.8681297302246,1938
61,700,897,319,512384,196.82979583740234,1916
62,700,914,325,517568,198.81820678710938,1939
63,700,880,305,509376,179.49438095092773,1885
64,700,898,322,512256,186.45429611206055,1920
65,700,866,284,508608,280.51304817199707,1850
66,700,867,325,507840,425.47607421875,1892
67,700,884,335,510144,434.10706520080566,1919
68,700,872,295,508928,187.45732307434082,1867
69,700,868,303,505536,184.76128578186035,1871
70,700,879,322,508928,184.30542945861816,1901
71,700,902,339,511808,186.66982650756836,1941
72,700,911,357,513920,209.94210243225098,1968
73,700,906,350,513408,200.7143497467041,1956
74,700,906,321,513600,196.59948348999023,1927
75,700,855,264,502272,187.45660781860352,1819
76,700,874,298,508736,393.49818229675293,1872
77,700,893,343,511040,424.1819381713867,1936
78,700,871,281,508096,402.8010368347168,1852
79,700,898,325,510912,186.4490509033203,1923
80,700,867,290,506688,190.36555290222168,1857
81,700,898,332,510976,194.02837753295898,1930
82,700,887,314,511360,194.0145492553711,1901
83,700,913,357,515328,187.45660781860352,1970
84,700,886,309,509248,189.35227394104004,1895
85,700,868,303,511424,187.76512145996094,1871
86,700,866,290,509312,186.32054328918457,1856
87,700,875,301,509312,405.4436683654785,1876
88,700,877,313,509696,409.773588180542,1890
89,700,902,348,511936,435.43505668640137,1950
90,700,860,280,507200,192.5640106201172,1840
91,700,857,270,506496,180.18174171447754,1827
92,700,894,330,511104,191.60962104797363,1924
93,700,875,310,507904,179.9454689025879,1885
94,700,879,308,510592,185.81342697143555,1887
95,700,867,288,507200,185.03713607788086,1855
96,700,868,291,507392,185.1508617401123,1859
97,700,838,258,502464,176.61094665527344,1796
98,700,898,332,509568,419.29078102111816,1930
99,700,885,300,509248,399.02329444885254,1885
100,700,880,310,507904,403.6376476287842,1890
1,800,1034,371,594240,255.50293922424316,2205
2,800,1027,382,592384,247.79891967773438,2209
3,800,981,336,588864,247.87664413452148,2117
4,800,1048,405,597760,263.1864547729492,2253
5,800,987,339,589120,258.3775520324707,2126
6,800,1029,389,595136,255.41996955871582,2218
7,800,1029,388,592064,565.1528835296631,2217
8,800,1060,435,598592,598.217248916626,2295
9,800,1011,359,592448,269.1314220428467,2170
10,800,991,337,589184,243.69406700134277,2128
11,800,1024,383,591808,250.8714199066162,2207
12,800,1006,349,591872,242.71106719970703,2155
13,800,974,313,586432,231.99152946472168,2087
14,800,997,335,591360,255.67293167114258,2132
15,800,1003,338,590912,532.8917503356934,2141
16,800,994,322,592064,523.3554840087891,2116
17,800,1018,365,594432,258.528470993042,2183
18,800,988,326,589888,245.93806266784668,2114
19,800,1011,352,592896,247.64060974121094,2163
20,800,978,326,587584,251.93166732788086,2104
21,800,1003,342,593280,254.04596328735352,2145
22,800,972,315,586240,249.97901916503906,2087
23,800,1048,409,597504,350.47268867492676,2257
24,800,1005,341,589696,526.7679691314697,2146
25,800,1026,381,593024,454.7278881072998,2207
26,800,1034,402,595264,266.7098045349121,2236
27,800,1015,354,591168,240.9660816192627,2169
28,800,995,320,590144,235.17179489135742,2115
29,800,997,346,590400,242.63286590576172,2143
30,800,993,340,588288,247.27463722229004,2133
31,800,1010,359,592192,259.0374946594238,2169
32,800,997,335,589824,527.7776718139648,2132
33,800,980,338,588480,529.0610790252686,2118
34,800,981,323,587712,253.01051139831543,2104
35,800,1034,394,594752,264.80627059936523,2228
36,800,992,324,590400,249.9401569366455,2116
37,800,1016,348,591488,257.14898109436035,2164
38,800,1015,381,591808,264.3296718597412,2196
39,800,996,334,592000,249.680757522583,2130
40,800,1016,367,591808,540.4233932495117,2183
41,800,1036,378,596480,557.5985908508301,2214
42,800,1004,345,591424,256.5019130706787,2149
43,800,994,338,593088,247.50304222106934,2132
44,800,1015,353,592256,260.48779487609863,2168
45,800,972,328,586432,240.56744575500488,2100
46,800,1020,354,590848,247.68686294555664,2174
47,800,998,327,590400,251.5561580657959,2125
48,800,1020,368,595072,334.45167541503906,2188
49,800,967,294,584960,469.1951274871826,2061
50,800,986,329,589312,251.33991241455078,2115
51,800,1027,376,592768,262.8200054168701,2203
52,800,1019,377,592000,259.8583698272705,2196
53,800,1018,357,594752,269.3638801574707,2175
54,800,993,343,590528,248.0623722076416,2136
55,800,1009,354,591744,247.55549430847168,2163
56,800,1019,355,592512,558.4356784820557,2174
57,800,1023,381,594880,561.6757869720459,2204
58,800,1022,373,592256,254.58574295043945,2195
59,800,1018,362,592896,263.0352973937988,2180
60,800,993,325,591360,264.61029052734375,2118
61,800,1009,362,592704,253.9534568786621,2171
62,800,983,312,589120,240.88501930236816,2095
63,800,975,294,587840,245.30267715454102,2069
64,800,1009,359,591424,533.4451198577881,2168
65,800,1020,388,594176,551.5813827514648,2208
66,800,1004,330,589632,264.85419273376465,2134
67,800,1017,381,595456,252.3348331451416,2198
68,800,1021,375,593792,244.0659999847412,2196
69,800,1015,373,592064,242.61713027954102,2188
70,800,1022,352,594048,264.93120193481445,2174
71,800,1023,359,593856,255.8419704437256,2182
72,800,1015,358,591936,365.1540279388428,2173
73,800,1000,338,590144,521.9228267669678,2138
74,800,986,325,585472,419.2519187927246,2111
75,800,1021,388,595072,263.563871383667,2209
76,800,1025,360,595136,258.66222381591797,2185
77,800,998,341,592576,248.75140190124512,2139
78,800,1000,356,588480,256.16955757141113,2156
79,800,1041,406,595200,251.76763534545898,2247
80,800,1028,394,593856,264.59383964538574,2222
81,800,990,317,590464,537.9655361175537,2107
82,800,991,323,590400,526.6335010528564,2114
83,800,1003,359,588864,249.94564056396484,2162
84,800,1020,392,594624,254.3485164642334,2212
85,800,1012,371,593408,258.2247257232666,2183
86,800,996,332,589760,249.71985816955566,2128
87,800,1007,362,592832,263.2627487182617,2169
88,800,999,341,589760,266.6900157928467,2140
89,800,987,314,591552,521.4087963104248,2101
90,800,1013,357,594240,544.1961288452148,2170
91,800,1004,356,591424,255.68270683288574,2160
92,800,1003,341,591360,246.19507789611816,2144
93,800,985,318,589440,247.66135215759277,2103
94,800,1026,371,594624,265.5985355377197,2197
95,800,1004,325,591104,458.5459232330322,2129
96,800,976,325,589632,533.3435535430908,2101
97,800,1004,336,591616,350.94475746154785,2140
98,800,1007,330,592512,255.3253173828125,2137
99,800,1011,362,592128,256.36887550354004,2173
100,800,1004,349,591168,253.56745719909668,2153
1,900,1149,414,675840,333.73308181762695,2463
2,900,1134,396,675072,322.8785991668701,2430
3,900,1132,406,674176,686.7022514343262,2438
4,900,1143,418,676608,648.2377052307129,2461
5,900,1147,430,678016,337.56566047668457,2477
6,900,1138,408,675904,317.81840324401855,2446
7,900,1106,370,671616,314.9383068084717,2376
8,900,1154,428,677632,324.72705841064453,2482
9,900,1144,402,676544,402.36496925354004,2446
10,900,1127,373,674752,673.1781959533691,2400
11,900,1124,391,675392,318.21537017822266,2415
12,900,1119,374,674176,319.8544979095459,2393
13,900,1143,429,677120,325.03318786621094,2472
14,900,1099,357,673408,316.8625831604004,2356
15,900,1101,346,671232,316.758394241333,2347
16,900,1153,429,676096,691.6937828063965,2482
17,900,1149,407,678848,675.5988597869873,2456
18,900,1129,406,674176,324.18370246887207,2435
19,900,1149,425,677568,342.9114818572998,2474
20,900,1120,369,673280,320.8301067352295,2389
21,900,1133,409,673088,316.9088363647461,2442
22,900,1159,447,679296,334.4714641571045,2506
23,900,1122,376,675328,670.5546379089355,2398
24,900,1131,389,673536,397.13311195373535,2420
25,900,1139,414,675520,332.48043060302734,2453
26,900,1114,380,671616,313.48299980163574,2394
27,900,1131,410,673600,348.968505859375,2441
28,900,1107,355,672128,660.7694625854492,2362
29,900,1129,388,675840,344.3603515625,2417
30,900,1149,439,675776,342.82588958740234,2488
31,900,1150,394,677504,332.3652744293213,2444
32,900,1103,343,673088,334.3544006347656,2346
33,900,1137,387,676096,320.4028606414795,2424
34,900,1135,408,677376,691.5056705474854,2443
35,900,1128,386,674752,671.3802814483643,2414
36,900,1143,408,678528,327.3327350616455,2451
37,900,1142,418,676416,332.36098289489746,2460
38,900,1147,410,680192,319.9901580810547,2457
39,900,1114,384,671744,317.363977432251,2398
40,900,1125,387,672640,325.03414154052734,2412
41,900,1114,394,671552,721.3289737701416,2408
42,900,1119,389,673984,366.0013675689697,2408
43,900,1119,359,673152,313.71331214904785,2378
44,900,1117,383,672960,317.9497718811035,2400
45,900,1105,359,671552,316.76673889160156,2364
46,900,1110,373,671552,307.27076530456543,2383
47,900,1102,363,670976,550.2479076385498,2365
48,900,1096,362,669248,673.2082366943359,2358
49,900,1156,433,678272,328.1998634338379,2489
50,900,1137,403,675712,320.13440132141113,2440
51,900,1157,421,677440,364.54296112060547,2478
52,900,1109,367,670912,334.6543312072754,2376
53,900,1121,368,675264,333.3108425140381,2389
54,900,1155,422,678720,818.6764717102051,2477
55,900,1118,384,674048,335.2947235107422,2402
56,900,1115,370,671872,326.6406059265137,2385
57,900,1166,406,680768,340.1792049407959,2472
58,900,1131,382,676672,338.9873504638672,2413
59,900,1118,378,669824,340.2225971221924,2396
60,900,1124,387,673856,718.5027599334717,2411
61,900,1131,393,677120,743.1025505065918,2424
62,900,1110,376,670592,465.9464359283447,2386
63,900,1142,409,678272,356.3675880432129,2451
64,900,1121,376,675200,318.3736801147461,2397
65,900,1145,408,677120,456.1166763305664,2453
66,900,1110,357,672640,682.1877956390381,2367
67,900,1168,444,679232,728.3065319061279,2512
68,900,1134,404,677504,340.6517505645752,2438
69,900,1150,431,678272,328.92417907714844,2481
70,900,1109,350,672896,316.67017936706543,2359
71,900,1096,345,671040,664.1480922698975,2341
72,900,1116,356,672960,714.6360874176025,2372
73,900,1131,393,676544,335.4368209838867,2424
74,900,1124,379,673920,327.5115489959717,2403
75,900,1124,384,676096,348.4153747558594,2408
76,900,1130,386,673216,326.1282444000244,2416
77,900,1091,323,666752,294.8732376098633,2314
78,900,1127,410,673280,705.8441638946533,2437
79,900,1120,367,673472,394.33979988098145,2387
80,900,1128,376,676032,315.8149719238281,2404
81,900,1119,379,673344,322.9851722717285,2398
82,900,1163,436,681024,324.6777057647705,2499
83,900,1162,439,678144,321.8040466308594,2501
84,900,1137,415,676288,663.1994247436523,2452
85,900,1109,381,671872,712.2402191162109,2390
86,900,1154,427,676352,336.4295959472656,2481
87,900,1131,390,678464,349.015474319458,2421
88,900,1104,356,671296,332.3404788970947,2360
89,900,1138,399,676544,738.8901710510254,2437
90,900,1128,388,675072,544.8126792907715,2416
91,900,1137,389,676864,318.0220127105713,2426
92,900,1096,353,672128,321.25306129455566,2349
93,900,1149,436,676800,338.52458000183105,2485
94,900,1167,453,681024,326.0684013366699,2520
95,900,1136,404,674240,713.2225036621094,2440
96,900,1103,356,671232,677.2310733795166,2359
97,900,1159,444,678656,345.613956451416,2503
98,900,1130,393,673536,316.5891170501709,2423
99,900,1129,395,673984,335.32238006591797,2424
100,900,1096,355,672128,711.1780643463135,2351
1,1000,1278,465,761600,591.7336940765381,2743
2,1000,1247,418,761600,400.6166458129883,2665
3,1000,1260,471,761856,413.3906364440918,2731
4,1000,1268,464,762880,412.351131439209,2732
5,1000,1259,430,762560,704.7560214996338,2689
6,1000,1268,441,759424,799.6649742126465,2709
7,1000,1253,451,759104,396.32606506347656,2704
8,1000,1260,433,763840,392.1389579772949,2693
9,1000,1257,435,760192,400.52270889282227,2692
10,1000,1275,475,762944,433.3605766296387,2750
11,1000,1278,466,760256,870.2874183654785,2744
12,1000,1256,447,760576,403.23686599731445,2703
13,1000,1273,456,760832,407.7472686767578,2729
14,1000,1251,439,757120,403.550386428833,2690
15,1000,1283,462,763264,405.3919315338135,2745
16,1000,1199,373,752128,818.8498020172119,2572
17,1000,1234,384,759936,377.4251937866211,2618
18,1000,1224,403,755328,423.18248748779297,2627
19,1000,1282,496,761408,403.39112281799316,2778
20,1000,1262,451,758400,400.67148208618164,2713
21,1000,1295,473,767744,884.3045234680176,2768
22,1000,1265,462,759616,880.0168037414551,2727
23,1000,1302,480,765056,403.4731388092041,2782
24,1000,1248,436,757056,406.2235355377197,2684
25,1000,1253,444,760448,420.9403991699219,2697
26,1000,1267,459,763648,864.2191886901855,2726
27,1000,1267,458,761600,418.02334785461426,2725
28,1000,1286,495,763136,446.8405246734619,2781
29,1000,1257,417,760896,439.6076202392578,2674
30,1000,1276,474,765184,397.98545837402344,2750
31,1000,1212,395,755584,843.3902263641357,2607
32,1000,1246,427,759040,389.0097141265869,2673
33,1000,1276,477,760960,403.8105010986328,2753
34,1000,1262,452,760512,407.470703125,2714
35,1000,1264,438,762560,402.41241455078125,2702
36,1000,1294,497,764096,895.0333595275879,2791
37,1000,1261,444,759680,418.66517066955566,2705
38,1000,1249,432,760192,402.73356437683105,2681
39,1000,1236,409,757312,392.5933837890625,2645
40,1000,1261,453,761088,860.1720333099365,2714
41,1000,1262,438,761472,404.6354293823242,2700
42,1000,1248,423,758400,397.92919158935547,2671
43,1000,1276,444,762176,404.543399810791,2720
44,1000,1265,449,759552,560.3177547454834,2714
45,1000,1239,436,757184,388.7627124786377,2675
46,1000,1224,395,756480,386.3525390625,2619
47,1000,1268,448,761792,402.51708030700684,2716
48,1000,1266,435,764096,853.8918495178223,2701
49,1000,1252,411,758976,400.4049301147461,2663
50,1000,1279,475,762176,404.40964698791504,2754
51,1000,1270,458,761088,503.6122798919678,2728
52,1000,1275,439,764352,862.1275424957275,2714
53,1000,1289,471,765248,397.55916595458984,2760
54,1000,1269,467,760640,397.3870277404785,2736
55,1000,1280,470,763456,409.9771976470947,2750
56,1000,1262,434,759616,406.5828323364258,2696
57,1000,1264,445,760512,906.3758850097656,2709
58,1000,1283,477,763392,402.679443359375,2760
59,1000,1255,430,761472,402.58312225341797,2685
60,1000,1227,380,755968,386.78932189941406,2607
61,1000,1254,442,760576,398.0410099029541,2696
62,1000,1250,420,758144,850.926399230957,2670
63,1000,1286,478,765184,475.663423538208,2764
64,1000,1240,411,756416,385.7734203338623,2651
65,1000,1219,373,753856,389.5261287689209,2592
66,1000,1267,464,761344,401.1828899383545,2731
67,1000,1259,436,760320,681.3266277313232,2695
68,1000,1235,429,757632,841.7046070098877,2664
69,1000,1263,442,760832,402.3864269256592,2705
70,1000,1252,412,758208,385.5443000793457,2664
71,1000,1289,471,763456,394.29235458374023,2760
72,1000,1273,462,763328,389.9726867675781,2735
73,1000,1276,457,764032,880.3277015686035,2733
74,1000,1262,469,759808,406.67009353637695,2731
75,1000,1232,436,756992,386.22474670410156,2668
76,1000,1277,453,763200,402.7974605560303,2730
77,1000,1295,509,766592,431.3170909881592,2804
78,1000,1252,443,759936,852.5018692016602,2695
79,1000,1234,411,756992,389.9950981140137,2645
80,1000,1276,475,763072,407.35697746276855,2751
81,1000,1266,450,761024,402.5380611419678,2716
82,1000,1257,471,758080,403.5947322845459,2728
83,1000,1286,482,764096,873.694658279419,2768
84,1000,1248,406,757504,577.8992176055908,2654
85,1000,1250,451,761792,397.31574058532715,2701
86,1000,1265,457,763072,404.8299789428711,2722
87,1000,1259,440,763264,388.67950439453125,2699
88,1000,1245,423,760512,681.7834377288818,2668
89,1000,1264,451,761216,806.2915802001953,2715
90,1000,1236,421,755584,387.958288192749,2657
91,1000,1271,461,761920,402.3022651672363,2732
92,1000,1293,482,763584,410.5699062347412,2775
93,1000,1254,416,758528,398.6067771911621,2670
94,1000,1261,442,762304,893.0950164794922,2703
95,1000,1234,410,756032,386.39283180236816,2644
96,1000,1209,355,750784,384.8741054534912,2564
97,1000,1299,518,765952,530.3380489349365,2817
98,1000,1277,478,763776,967.7412509918213,2755
99,1000,1282,476,762368,472.20873832702637,2758
100,1000,1252,431,759872,439.77904319763184,2683
